customerID,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,billing_risk_score,Churn,churn_risk_segment
1941-HOSAM,Month-to-month,90.1,90.1,Electronic check,Yes,6,No,Medium Risk
9110-HSGTV,Two year,82.45,5555.3,Credit card (automatic),Yes,1,No,Low Risk
0704-VCUMB,Two year,20.25,1278.8,Credit card (automatic),No,0,No,Low Risk
6171-ZTVYB,Month-to-month,66.25,2907.35,Bank transfer (automatic),No,3,No,Low Risk
8053-WWDRO,Month-to-month,19.5,146.3,Bank transfer (automatic),No,3,Yes,Low Risk
9564-KCLHR,Month-to-month,51.25,51.25,Mailed check,No,3,Yes,Low Risk
1935-IMVBB,Month-to-month,89.7,4952.95,Mailed check,No,3,No,High Risk
2535-PBCGC,Two year,64.55,4504.9,Bank transfer (automatic),No,0,No,Low Risk
2082-CEFLT,Month-to-month,45.6,45.6,Electronic check,Yes,6,Yes,Medium Risk
1470-PSXNM,One year,93.65,4520.15,Electronic check,Yes,3,No,Low Risk
1213-NGCUN,Month-to-month,49.65,267.35,Bank transfer (automatic),Yes,4,Yes,Medium Risk
2498-XLDZR,Two year,73.6,2316.85,Mailed check,No,0,No,Low Risk
9866-OCCKE,Two year,109.75,8075.35,Mailed check,Yes,1,No,Low Risk
5338-YHWYT,Two year,61.45,2302.35,Credit card (automatic),No,0,No,Low Risk
7718-UPSKJ,One year,106.4,7251.9,Credit card (automatic),Yes,1,No,Low Risk
8731-WBBMB,Month-to-month,81.9,2078.55,Bank transfer (automatic),No,3,No,Medium Risk
1448-CYWKC,One year,105.2,6225.4,Credit card (automatic),Yes,1,No,Low Risk
7901-IIDQV,One year,54.6,1242.25,Bank transfer (automatic),No,0,No,Low Risk
2690-DVRVK,One year,20.55,99.45,Electronic check,No,2,No,Low Risk
5688-KZTSN,Month-to-month,20.0,288.05,Electronic check,Yes,6,Yes,Medium Risk
1270-XKUCC,Two year,19.7,599.25,Mailed check,No,0,No,Low Risk
0334-ZFJSR,One year,66.05,3462.1,Credit card (automatic),Yes,1,No,Low Risk
2894-QOJRX,Month-to-month,34.0,853.0,Bank transfer (automatic),Yes,4,Yes,Medium Risk
5747-PMBSQ,Month-to-month,92.5,934.1,Mailed check,Yes,4,Yes,Medium Risk
5583-EJXRD,Two year,54.05,2375.2,Credit card (automatic),Yes,1,No,Low Risk
4565-EVZMJ,One year,58.9,2813.05,Mailed check,Yes,1,No,Low Risk
3143-JQEGI,Month-to-month,88.35,1222.8,Electronic check,No,5,Yes,High Risk
6386-SZZKH,Two year,107.95,5293.2,Bank transfer (automatic),Yes,1,Yes,High Risk
3327-YBAKM,One year,96.9,6314.35,Mailed check,Yes,1,No,Low Risk
9441-QHEVC,Month-to-month,19.1,19.1,Mailed check,No,3,No,Low Risk
6705-LNMDD,Month-to-month,50.0,1003.05,Mailed check,No,3,No,Low Risk
2580-ASVVY,Two year,45.4,1593.1,Electronic check,No,2,No,Low Risk
3370-GQEAL,Month-to-month,85.45,2509.95,Electronic check,No,5,No,Medium Risk
5032-USPKF,One year,84.1,3187.65,Bank transfer (automatic),No,0,No,Low Risk
2982-IHMFT,Month-to-month,74.45,74.45,Mailed check,Yes,4,Yes,Medium Risk
3521-SYVOR,Month-to-month,64.75,2345.2,Electronic check,Yes,6,Yes,High Risk
4254-QPEDE,Two year,66.25,3330.1,Credit card (automatic),No,0,No,Low Risk
6283-GITPX,Two year,76.9,5522.7,Credit card (automatic),Yes,1,No,Medium Risk
9526-JAWYF,Month-to-month,89.8,2335.3,Electronic check,No,5,Yes,High Risk
0771-CHWSK,Two year,74.6,4798.4,Credit card (automatic),Yes,1,No,Low Risk
9788-HNGUT,Two year,116.95,8594.4,Credit card (automatic),Yes,1,No,Low Risk
9495-REDIY,One year,40.65,970.55,Credit card (automatic),Yes,1,No,Low Risk
5375-XLDOF,Two year,114.35,7665.8,Bank transfer (automatic),Yes,1,No,Low Risk
1172-VIYBP,Two year,69.7,3686.05,Bank transfer (automatic),No,0,No,Low Risk
5649-VUKMC,One year,95.5,1115.15,Mailed check,No,0,Yes,Low Risk
6559-PDZLR,Month-to-month,98.65,2537.0,Electronic check,Yes,6,No,Medium Risk
8992-OBVDG,Month-to-month,61.65,1393.6,Mailed check,No,3,No,Low Risk
4273-MBHYA,Month-to-month,89.35,89.35,Electronic check,Yes,6,No,Medium Risk
4724-WXVWF,Month-to-month,95.4,4445.3,Electronic check,Yes,6,No,Medium Risk
5701-GUXDC,One year,35.4,978.6,Credit card (automatic),No,0,No,Low Risk
1460-UZPRJ,Two year,19.95,1258.15,Mailed check,No,0,No,Low Risk
6082-GLJIX,Month-to-month,19.25,331.35,Mailed check,No,3,No,Low Risk
5143-EGQFK,Month-to-month,29.65,291.4,Electronic check,Yes,6,Yes,Medium Risk
4919-IKATY,Month-to-month,84.5,453.75,Electronic check,Yes,6,Yes,High Risk
2495-TTHBQ,One year,20.4,84.75,Mailed check,Yes,1,No,Low Risk
0485-ZBSLN,Two year,24.75,1715.1,Credit card (automatic),No,0,No,Low Risk
3810-PJUHR,Two year,25.35,1715.15,Mailed check,No,0,No,Medium Risk
9050-QLROH,Month-to-month,90.7,1597.25,Credit card (automatic),Yes,4,Yes,Medium Risk
0847-HGRML,Two year,20.0,1250.1,Bank transfer (automatic),No,0,No,Medium Risk
8232-CTLKO,Two year,59.75,3996.8,Electronic check,Yes,3,No,Low Risk
9227-YBAXE,Two year,82.5,5215.1,Bank transfer (automatic),Yes,1,No,Low Risk
6168-WFVVF,Month-to-month,70.3,235.5,Electronic check,Yes,6,Yes,Medium Risk
9860-LISIZ,Month-to-month,20.35,673.2,Mailed check,No,3,No,High Risk
0112-QAWRZ,Month-to-month,90.8,1442.2,Bank transfer (automatic),Yes,4,No,Medium Risk
0877-SDMBN,One year,103.95,5639.05,Bank transfer (automatic),Yes,1,Yes,High Risk
2786-GCDPI,Month-to-month,104.95,5222.35,Electronic check,Yes,6,No,Medium Risk
4043-MKDTV,Two year,105.25,7291.75,Electronic check,Yes,3,No,Low Risk
8065-YKXKD,Month-to-month,74.75,799.65,Electronic check,Yes,6,Yes,High Risk
9637-EIHEQ,Month-to-month,50.8,50.8,Electronic check,Yes,6,Yes,Medium Risk
9229-RQABD,One year,23.75,424.5,Mailed check,No,0,No,Low Risk
8313-KTIHG,Month-to-month,61.3,249.4,Electronic check,Yes,6,No,High Risk
5320-BRKGK,Two year,75.8,4415.75,Mailed check,No,0,No,Low Risk
6284-KMNUF,One year,98.0,5270.6,Electronic check,Yes,3,No,Medium Risk
9689-PTNPG,Month-to-month,80.25,144.55,Electronic check,Yes,6,Yes,Medium Risk
9465-RWMXL,Month-to-month,78.9,2447.95,Electronic check,Yes,6,Yes,High Risk
6229-UOLQL,One year,52.0,2884.9,Mailed check,Yes,1,No,Low Risk
2362-IBOOY,Month-to-month,84.75,3050.15,Electronic check,Yes,6,Yes,High Risk
3137-LUPIX,Month-to-month,64.4,253.0,Mailed check,Yes,4,No,High Risk
0843-WTBXE,Month-to-month,85.45,4517.25,Bank transfer (automatic),No,3,Yes,Low Risk
6143-JQKEA,Month-to-month,45.8,436.2,Credit card (automatic),Yes,4,No,Medium Risk
8676-OOQEJ,Month-to-month,30.5,118.4,Electronic check,No,5,No,Medium Risk
5515-IDEJJ,Month-to-month,19.9,19.9,Mailed check,No,3,Yes,Low Risk
9701-CDXHR,Month-to-month,69.15,3649.6,Mailed check,No,3,No,Low Risk
7450-NWRTR,Month-to-month,99.45,1200.15,Electronic check,Yes,6,Yes,High Risk
8124-NZVGJ,One year,49.25,255.6,Mailed check,Yes,1,No,Medium Risk
2162-FRZAA,Two year,39.35,2395.05,Bank transfer (automatic),No,0,No,Low Risk
5376-DEQCP,Month-to-month,70.6,70.6,Electronic check,Yes,6,Yes,High Risk
5118-MUEYH,Month-to-month,105.1,5083.55,Credit card (automatic),Yes,4,No,Medium Risk
9095-HFAFX,Month-to-month,81.0,389.6,Credit card (automatic),Yes,4,Yes,Medium Risk
5627-TVBPP,One year,20.1,644.5,Credit card (automatic),Yes,1,No,Low Risk
2379-ENZGV,Month-to-month,84.85,523.5,Electronic check,Yes,6,Yes,Medium Risk
3936-QQFLL,Month-to-month,19.75,39.3,Mailed check,No,3,No,Low Risk
2589-AYCRP,One year,19.75,989.05,Bank transfer (automatic),No,0,No,High Risk
4067-HLYQI,Month-to-month,70.4,2406.1,Bank transfer (automatic),Yes,4,No,Medium Risk
5124-EOGYE,Two year,20.45,638.55,Mailed check,No,0,No,Medium Risk
5057-RKGLH,Two year,20.35,191.1,Mailed check,No,0,No,Low Risk
0292-WEGCH,Month-to-month,86.2,4524.05,Electronic check,Yes,6,No,Medium Risk
8910-ICHIU,One year,95.65,4664.2,Credit card (automatic),Yes,1,No,Low Risk
4097-YODCF,One year,103.8,3470.8,Electronic check,Yes,3,No,Low Risk
9715-WZCLW,Two year,97.2,6910.3,Electronic check,Yes,3,No,Low Risk
9786-YWNHU,Two year,63.55,4014.2,Mailed check,No,0,No,Low Risk
6407-GSJNL,Two year,24.95,1288.0,Bank transfer (automatic),No,0,No,Low Risk
6005-OBZPH,Month-to-month,89.15,2277.65,Electronic check,Yes,6,Yes,High Risk
4049-ZPALD,Two year,99.0,6375.8,Bank transfer (automatic),Yes,1,No,Low Risk
7932-WPTDS,Month-to-month,24.8,24.8,Electronic check,Yes,6,Yes,Medium Risk
3733-UOCWF,One year,85.55,5251.75,Bank transfer (automatic),Yes,1,No,Low Risk
6833-JMZYP,Month-to-month,94.0,1505.45,Credit card (automatic),Yes,4,No,Medium Risk
2722-VOJQL,One year,105.65,6903.1,Credit card (automatic),Yes,1,Yes,High Risk
1310-QRITU,Month-to-month,50.3,913.3,Electronic check,Yes,6,No,Medium Risk
8961-QDZZJ,One year,95.0,5535.8,Electronic check,Yes,3,No,Medium Risk
9715-SBVSU,Two year,61.4,815.55,Bank transfer (automatic),Yes,1,No,Low Risk
8490-BXHEO,Month-to-month,80.55,1411.65,Credit card (automatic),Yes,4,No,Medium Risk
7173-TETGO,Two year,78.5,5602.25,Bank transfer (automatic),No,0,No,Low Risk
7929-SKFGK,Two year,114.3,8244.3,Credit card (automatic),No,0,No,High Risk
2300-RQGOI,Two year,20.05,741.5,Mailed check,No,0,No,Low Risk
3563-SVYLG,Two year,62.65,4375.8,Credit card (automatic),No,0,No,Low Risk
5228-EXCET,Month-to-month,80.85,1008.7,Electronic check,Yes,6,Yes,Medium Risk
6435-VWCCY,Two year,92.7,5968.4,Credit card (automatic),Yes,1,No,Low Risk
4998-IKFSE,Month-to-month,100.45,3096.9,Electronic check,No,5,No,Medium Risk
8630-QSGXK,Two year,75.2,3901.25,Bank transfer (automatic),Yes,1,No,Low Risk
2455-USLMV,Month-to-month,84.75,2613.4,Credit card (automatic),Yes,4,No,Medium Risk
7394-FKDNK,Month-to-month,89.45,853.1,Electronic check,No,5,Yes,Medium Risk
9488-FVZCC,Two year,79.5,5661.7,Bank transfer (automatic),Yes,1,No,Low Risk
6331-LWDTQ,Month-to-month,72.15,794.25,Credit card (automatic),Yes,4,Yes,Medium Risk
5995-WWKKG,One year,19.8,695.05,Electronic check,Yes,3,No,Low Risk
1597-FZREH,Month-to-month,76.4,160.8,Electronic check,No,5,Yes,Medium Risk
7879-CGSFV,One year,100.9,5552.05,Mailed check,Yes,1,No,Low Risk
9921-EZKBY,Month-to-month,95.3,3275.15,Bank transfer (automatic),Yes,4,No,Medium Risk
7432-FFVAR,One year,90.95,4236.6,Bank transfer (automatic),No,0,No,Low Risk
7246-ZGQDF,Month-to-month,54.5,54.5,Electronic check,No,5,No,Medium Risk
7000-WCEVQ,Month-to-month,61.6,1174.35,Mailed check,Yes,4,Yes,Medium Risk
0727-IWKVK,Month-to-month,79.9,741.7,Electronic check,Yes,6,Yes,Medium Risk
5959-BELXA,Month-to-month,96.15,3019.25,Credit card (automatic),Yes,4,Yes,High Risk
4456-RHSNB,Month-to-month,49.6,962.9,Bank transfer (automatic),Yes,4,No,Medium Risk
3512-IZIKN,Two year,65.3,4759.75,Credit card (automatic),No,0,Yes,High Risk
2481-SBOYW,Two year,25.0,1498.35,Credit card (automatic),Yes,1,No,Low Risk
7109-MFBYV,Month-to-month,45.45,1233.15,Electronic check,No,5,No,Medium Risk
1833-TCXKK,Month-to-month,107.75,4882.8,Bank transfer (automatic),Yes,4,No,Medium Risk
1832-PEUTS,Two year,89.1,5411.65,Credit card (automatic),Yes,1,No,Low Risk
6141-OOXUQ,Month-to-month,19.65,19.65,Mailed check,No,3,Yes,Low Risk
8660-BUETV,Month-to-month,44.75,148.05,Mailed check,No,3,No,Low Risk
0580-PIQHM,One year,101.6,3930.55,Bank transfer (automatic),Yes,1,No,Low Risk
5696-CEIQJ,Two year,103.15,6895.5,Bank transfer (automatic),No,0,No,Low Risk
7503-ZGUZJ,Month-to-month,84.65,84.65,Mailed check,Yes,4,Yes,Medium Risk
1696-HXOWK,One year,95.65,6856.95,Mailed check,No,0,No,Low Risk
3026-ATZYV,One year,75.1,2658.8,Bank transfer (automatic),No,0,No,Low Risk
4012-YCFAI,Two year,61.35,3766.2,Mailed check,Yes,1,No,Low Risk
2506-TNFCO,Month-to-month,69.55,69.55,Electronic check,Yes,6,Yes,Medium Risk
9970-QBCDA,Month-to-month,19.7,129.55,Credit card (automatic),No,3,No,Low Risk
8718-PTMEZ,Month-to-month,31.05,347.25,Electronic check,Yes,6,Yes,Medium Risk
9496-IVVRP,Month-to-month,51.0,581.7,Bank transfer (automatic),No,3,No,Low Risk
2207-OBZNX,Month-to-month,51.0,354.05,Mailed check,Yes,4,Yes,Medium Risk
2657-VPXTA,Month-to-month,88.85,929.45,Electronic check,Yes,6,No,Medium Risk
6551-VLJMV,Two year,20.05,679.0,Credit card (automatic),No,0,No,Low Risk
1221-GHZEP,Two year,65.1,3846.75,Mailed check,Yes,1,No,Low Risk
9289-LBQVU,One year,70.15,4480.7,Mailed check,Yes,1,No,Low Risk
6142-VSJQO,Month-to-month,44.35,44.35,Bank transfer (automatic),Yes,4,Yes,Medium Risk
3458-IDMFK,Two year,20.75,499.4,Mailed check,Yes,1,No,Low Risk
6933-FHBZC,One year,56.05,1553.2,Mailed check,Yes,1,No,Low Risk
0221-NAUXK,One year,19.95,219.5,Bank transfer (automatic),Yes,1,No,Low Risk
9770-KXGQU,One year,98.6,5311.85,Mailed check,No,0,No,Low Risk
6437-UKHMV,Month-to-month,79.7,586.05,Electronic check,Yes,6,Yes,Medium Risk
6538-POCHL,Month-to-month,79.0,2576.8,Credit card (automatic),Yes,4,No,Medium Risk
6726-NNFWD,Two year,89.45,6435.25,Credit card (automatic),No,0,No,Low Risk
3002-WQZWT,Month-to-month,74.2,1993.25,Electronic check,Yes,6,No,Medium Risk
4277-UDIEF,Month-to-month,81.0,1923.85,Bank transfer (automatic),No,3,No,Medium Risk
1208-NBVFH,Month-to-month,49.6,939.8,Electronic check,Yes,6,No,High Risk
4912-PIGUY,Month-to-month,84.6,84.6,Electronic check,Yes,6,No,Medium Risk
1114-CENIM,Month-to-month,55.0,3092.65,Credit card (automatic),Yes,4,Yes,High Risk
6060-DRTNL,Month-to-month,84.85,415.55,Mailed check,Yes,4,Yes,Medium Risk
2725-TTRIQ,Two year,84.2,5986.55,Bank transfer (automatic),Yes,1,No,Low Risk
3374-TTZTK,Two year,106.3,5487.0,Electronic check,Yes,3,No,High Risk
8990-ZXLSU,Month-to-month,69.05,651.5,Electronic check,No,5,No,Medium Risk
2275-RBYQS,Month-to-month,45.4,45.4,Mailed check,Yes,4,No,Medium Risk
8473-VUVJN,Month-to-month,73.65,73.65,Electronic check,Yes,6,Yes,Medium Risk
6289-CPNLD,One year,73.9,2405.05,Mailed check,Yes,1,Yes,High Risk
5536-SLHPM,Month-to-month,77.75,4458.15,Electronic check,Yes,6,Yes,Medium Risk
4419-UJMUS,Two year,99.35,6856.45,Electronic check,Yes,3,No,Medium Risk
7794-JASDG,Month-to-month,50.75,50.75,Mailed check,Yes,4,No,Medium Risk
7609-YBPXG,Two year,87.1,4735.2,Bank transfer (automatic),No,0,No,Low Risk
5519-TEEUH,One year,20.15,682.15,Mailed check,Yes,1,No,Low Risk
7856-GANIL,One year,98.7,4525.8,Bank transfer (automatic),Yes,1,No,Low Risk
0804-XBFBV,Month-to-month,25.2,321.05,Electronic check,No,5,No,Medium Risk
2676-OXPPQ,Month-to-month,55.7,335.65,Bank transfer (automatic),Yes,4,No,Medium Risk
3703-TTEPD,Month-to-month,65.35,1424.4,Bank transfer (automatic),No,3,No,Low Risk
2799-TSLAG,Two year,25.3,1748.55,Bank transfer (automatic),Yes,1,No,Low Risk
0196-VULGZ,Month-to-month,84.35,474.9,Electronic check,Yes,6,Yes,Medium Risk
8837-VVWLQ,Month-to-month,84.95,668.4,Electronic check,No,5,Yes,Medium Risk
2696-NARTR,Month-to-month,73.85,926.25,Electronic check,Yes,6,Yes,Medium Risk
2208-NKVVH,Two year,24.25,1077.95,Mailed check,No,0,No,Low Risk
7614-QVWQL,One year,51.8,2541.25,Bank transfer (automatic),Yes,1,Yes,High Risk
1976-CFOCS,Month-to-month,46.0,46.0,Electronic check,No,5,Yes,High Risk
4631-OACRM,Month-to-month,79.4,1156.1,Electronic check,Yes,6,Yes,Medium Risk
7139-JZFVG,Two year,60.5,3694.45,Bank transfer (automatic),No,0,No,Low Risk
4987-GQWPO,Month-to-month,25.1,382.8,Credit card (automatic),No,3,No,Low Risk
3755-JBMNH,Month-to-month,71.8,1167.8,Bank transfer (automatic),Yes,4,Yes,Medium Risk
1757-TCATG,One year,20.05,746.75,Bank transfer (automatic),No,0,No,Low Risk
6345-ULYRW,One year,88.4,3912.9,Mailed check,No,0,Yes,High Risk
4776-XSKYQ,One year,30.25,368.85,Credit card (automatic),No,0,No,Low Risk
8048-DSDFQ,Month-to-month,20.2,20.2,Mailed check,No,3,No,Low Risk
5753-QQWPW,One year,59.9,1654.7,Electronic check,Yes,3,No,Low Risk
6010-DDPPW,Two year,25.15,1940.85,Bank transfer (automatic),No,0,No,Low Risk
1809-DMJHQ,Month-to-month,46.0,221.7,Mailed check,No,3,Yes,Low Risk
6693-FRIRW,Month-to-month,101.3,1794.65,Credit card (automatic),No,3,No,Low Risk
6586-MYGKD,Two year,76.95,5289.8,Credit card (automatic),Yes,1,No,Low Risk
3173-NVMPX,Month-to-month,55.3,501.2,Mailed check,Yes,4,No,Medium Risk
0248-PGHBZ,Two year,92.45,6140.85,Bank transfer (automatic),Yes,1,No,Low Risk
0623-GDISB,Month-to-month,48.45,48.45,Bank transfer (automatic),Yes,4,No,Medium Risk
2892-GESUL,Two year,19.35,309.25,Mailed check,No,0,No,Low Risk
6923-EFPNL,Month-to-month,51.75,201.1,Credit card (automatic),No,3,Yes,Low Risk
7472-EQOAV,One year,86.7,6179.35,Bank transfer (automatic),Yes,1,No,Low Risk
9574-RKJIF,Month-to-month,94.4,2838.7,Electronic check,Yes,6,Yes,High Risk
2043-WVTQJ,Month-to-month,55.7,55.7,Mailed check,No,3,No,Low Risk
8034-RYTVV,One year,84.25,4589.85,Credit card (automatic),Yes,1,No,Low Risk
3863-QSTYI,Month-to-month,64.65,3735.45,Electronic check,Yes,6,No,Medium Risk
2619-WFQWU,Month-to-month,70.15,70.15,Mailed check,Yes,4,Yes,Medium Risk
5044-LRQAQ,Month-to-month,69.2,477.55,Bank transfer (automatic),Yes,4,No,Medium Risk
1716-LSAMB,Two year,54.65,2553.7,Bank transfer (automatic),No,0,No,Low Risk
1333-PBMXB,One year,24.75,1342.15,Bank transfer (automatic),Yes,1,No,Medium Risk
6546-OPBBH,One year,23.95,1216.35,Mailed check,Yes,1,No,Low Risk
5985-BEHZK,One year,105.0,7578.05,Credit card (automatic),No,0,No,Low Risk
9127-QRZMH,One year,59.85,2603.95,Bank transfer (automatic),Yes,1,No,Low Risk
5919-VCZYM,Month-to-month,20.05,42.7,Mailed check,No,3,No,Low Risk
9644-KVCNC,One year,92.15,6056.9,Bank transfer (automatic),Yes,1,No,Low Risk
2137-DQMEV,One year,44.8,2983.65,Mailed check,No,0,No,Low Risk
8174-LNWMW,Two year,20.9,689.35,Credit card (automatic),No,0,No,Low Risk
9279-CJEOJ,Month-to-month,95.4,2025.1,Bank transfer (automatic),Yes,4,No,Medium Risk
7964-VEXDG,Month-to-month,80.35,1747.2,Electronic check,No,5,No,Medium Risk
2404-JIBFC,Two year,85.1,4657.95,Bank transfer (automatic),Yes,1,No,Low Risk
0778-NELLA,Month-to-month,34.7,296.1,Credit card (automatic),Yes,4,Yes,Medium Risk
8029-XYPWT,Two year,115.05,8016.6,Bank transfer (automatic),Yes,1,No,High Risk
4614-NUVZD,Month-to-month,81.1,81.1,Electronic check,Yes,6,Yes,Medium Risk
4632-PAOYU,One year,19.95,433.5,Mailed check,No,0,No,Low Risk
3803-KMQFW,Month-to-month,20.55,20.55,Mailed check,No,3,Yes,Low Risk
6804-GDMOI,Two year,106.6,6428.4,Electronic check,Yes,3,Yes,High Risk
2990-OGYTD,Two year,86.15,5883.85,Bank transfer (automatic),No,0,No,Low Risk
6646-JPPHA,Month-to-month,78.85,1043.8,Electronic check,No,5,No,Medium Risk
9572-MTILT,Month-to-month,106.75,6252.9,Electronic check,Yes,6,Yes,High Risk
7658-UYUQS,Month-to-month,86.55,1857.25,Bank transfer (automatic),No,3,No,Low Risk
7880-XSOJX,Month-to-month,42.4,146.4,Mailed check,No,3,No,Low Risk
9611-CTWIH,Month-to-month,89.45,240.45,Electronic check,Yes,6,Yes,High Risk
4589-IUAJB,Two year,24.25,1724.15,Bank transfer (automatic),No,0,No,Low Risk
0329-GTIAJ,Month-to-month,97.9,315.3,Electronic check,Yes,6,Yes,High Risk
8746-BFOAJ,One year,20.5,429.55,Bank transfer (automatic),No,0,No,Low Risk
8457-XIGKN,Month-to-month,19.6,356.15,Credit card (automatic),Yes,4,No,Medium Risk
6072-NUQCB,One year,20.25,488.25,Bank transfer (automatic),No,0,No,Low Risk
6629-CZTTH,Month-to-month,55.7,55.7,Mailed check,Yes,4,Yes,High Risk
8838-GPHZP,Two year,20.6,1298.7,Mailed check,Yes,1,No,Low Risk
8750-QWZAJ,Two year,19.8,1378.75,Bank transfer (automatic),No,0,No,Low Risk
5364-EVNIB,Month-to-month,79.8,973.45,Electronic check,Yes,6,Yes,High Risk
6918-UMQCG,Month-to-month,80.2,384.25,Electronic check,No,5,No,High Risk
0675-NCDYU,Two year,116.4,8543.25,Credit card (automatic),Yes,1,No,Low Risk
6339-DKLMK,Month-to-month,31.65,389.95,Electronic check,Yes,6,No,Medium Risk
1346-PJWTK,Month-to-month,94.15,5731.85,Credit card (automatic),No,3,No,Low Risk
5088-QZLRL,Month-to-month,20.65,20.65,Electronic check,No,5,No,Medium Risk
8023-QHAIO,Month-to-month,76.85,4275.75,Bank transfer (automatic),Yes,4,No,Medium Risk
4397-FRLTA,Month-to-month,20.15,84.5,Mailed check,No,3,No,Low Risk
3057-VJJQE,Two year,55.25,1924.1,Mailed check,No,0,No,Low Risk
5087-SUURX,Month-to-month,39.05,669.85,Electronic check,Yes,6,Yes,High Risk
2302-OUZXB,Two year,82.15,5784.3,Bank transfer (automatic),No,0,No,Low Risk
8133-ANHHJ,One year,103.0,5166.2,Bank transfer (automatic),No,0,No,Low Risk
2270-CHBFN,Month-to-month,95.1,4060.55,Credit card (automatic),Yes,4,No,Medium Risk
0013-EXCHZ,Month-to-month,83.9,267.4,Mailed check,Yes,4,Yes,Medium Risk
5982-FPVQN,Month-to-month,95.15,3532.85,Electronic check,Yes,6,No,Medium Risk
9107-UKCKY,One year,79.8,4914.8,Electronic check,Yes,3,No,Low Risk
4654-ULTTN,Two year,74.8,5315.8,Credit card (automatic),Yes,1,No,Low Risk
5550-VFRLC,Month-to-month,69.85,69.85,Electronic check,Yes,6,Yes,Medium Risk
5546-BYZSM,Month-to-month,20.45,775.6,Electronic check,No,5,No,Medium Risk
1492-KGETH,One year,78.35,5445.95,Bank transfer (automatic),No,0,No,Medium Risk
4929-BSTRX,Month-to-month,53.55,53.55,Mailed check,Yes,4,Yes,Medium Risk
4163-HFTUK,One year,19.1,1007.8,Electronic check,No,2,No,Medium Risk
8215-NGSPE,Two year,20.0,833.55,Mailed check,No,0,No,Low Risk
2225-ZRGSG,Two year,93.9,6579.05,Bank transfer (automatic),No,0,Yes,High Risk
8859-YSTWS,One year,19.95,1004.5,Bank transfer (automatic),No,0,No,Low Risk
5271-YNWVR,Two year,113.15,7856.0,Electronic check,Yes,3,Yes,High Risk
7601-DHFWZ,Two year,24.0,1183.05,Credit card (automatic),No,0,No,Medium Risk
2657-ALMWY,Month-to-month,84.95,2169.75,Electronic check,No,5,Yes,High Risk
6330-JKLPC,Month-to-month,80.5,896.9,Bank transfer (automatic),Yes,4,Yes,Medium Risk
4667-OHGKG,Month-to-month,19.3,19.3,Mailed check,Yes,4,Yes,Medium Risk
1998-VHJHK,One year,19.15,501.35,Mailed check,No,0,No,Low Risk
1707-HABPF,One year,91.3,4126.35,Bank transfer (automatic),Yes,1,No,Low Risk
1660-HSOOQ,Month-to-month,49.65,49.65,Mailed check,Yes,4,Yes,Medium Risk
7253-UVNDW,Two year,54.35,2460.15,Credit card (automatic),No,0,Yes,Low Risk
0487-VVUVK,Month-to-month,19.15,477.6,Mailed check,Yes,4,No,Medium Risk
7228-OMTPN,Month-to-month,88.45,370.65,Electronic check,Yes,6,Yes,High Risk
5063-IUOKK,Two year,19.75,265.75,Mailed check,No,0,No,Low Risk
4508-OEBEY,One year,75.5,2424.45,Credit card (automatic),Yes,1,No,Low Risk
0027-KWYKW,Month-to-month,83.75,1849.95,Electronic check,Yes,6,No,Medium Risk
2308-STERM,Month-to-month,19.4,61.05,Mailed check,No,3,No,Low Risk
5982-XMDEX,Two year,26.5,1698.55,Bank transfer (automatic),No,0,No,Low Risk
6284-AHOOQ,Month-to-month,90.5,1910.6,Bank transfer (automatic),Yes,4,Yes,Medium Risk
6051-PTVNS,One year,19.15,998.1,Credit card (automatic),No,0,No,Low Risk
2344-JMOGN,Month-to-month,94.85,890.6,Mailed check,Yes,4,Yes,High Risk
3799-ISUZQ,Month-to-month,69.95,529.5,Bank transfer (automatic),Yes,4,Yes,Medium Risk
2877-VDUER,One year,40.9,1383.6,Mailed check,No,0,No,Low Risk
9152-AMKAK,Two year,80.25,493.4,Mailed check,Yes,1,No,Low Risk
1794-HBQTJ,Month-to-month,48.6,48.6,Credit card (automatic),Yes,4,Yes,Medium Risk
9432-VOFYX,Month-to-month,70.8,1207.0,Electronic check,Yes,6,No,Medium Risk
8049-WJCLQ,Month-to-month,60.2,563.5,Mailed check,No,3,No,Low Risk
6586-PSJOX,One year,55.2,864.55,Credit card (automatic),No,0,No,Low Risk
2460-FPSYH,Month-to-month,55.8,2109.35,Electronic check,Yes,6,Yes,High Risk
9705-ZJBCG,One year,54.15,701.05,Bank transfer (automatic),No,0,No,Low Risk
4818-DRBQT,Month-to-month,80.15,2265.25,Bank transfer (automatic),Yes,4,Yes,Medium Risk
1320-HTRDR,Month-to-month,75.5,220.6,Electronic check,Yes,6,Yes,High Risk
6847-KJLTS,Month-to-month,100.4,5749.8,Bank transfer (automatic),Yes,4,No,Medium Risk
9670-BPNXF,One year,62.55,2796.45,Credit card (automatic),Yes,1,No,Medium Risk
3913-FCUUW,Two year,70.45,5165.7,Bank transfer (automatic),Yes,1,No,Low Risk
3301-VKTGC,One year,85.5,5696.6,Bank transfer (automatic),Yes,1,No,Medium Risk
1493-AMTIE,Month-to-month,20.2,20.2,Bank transfer (automatic),Yes,4,Yes,Medium Risk
9555-SAHUZ,Month-to-month,54.5,2076.05,Electronic check,No,5,No,Medium Risk
