customerID,InternetService,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_adoption_score
8133-ANHHJ,Fiber optic,1,1,1,1,1,0,1,6
2270-CHBFN,Fiber optic,1,1,1,1,1,0,0,5
0013-EXCHZ,Fiber optic,1,0,0,0,1,1,0,3
5982-FPVQN,Fiber optic,1,0,1,1,0,0,1,4
9107-UKCKY,DSL,1,0,1,1,0,1,1,5
4654-ULTTN,DSL,1,1,0,1,1,0,1,5
5550-VFRLC,Fiber optic,1,0,0,0,0,0,0,1
5546-BYZSM,No,1,0,0,0,0,0,0,1
1492-KGETH,DSL,1,1,1,1,1,0,1,6
4929-BSTRX,DSL,1,0,0,0,0,1,0,2
4163-HFTUK,No,1,0,0,0,0,0,0,1
8215-NGSPE,No,1,0,0,0,0,0,0,1
2225-ZRGSG,Fiber optic,1,1,1,1,1,0,0,5
8859-YSTWS,No,1,0,0,0,0,0,0,1
5271-YNWVR,Fiber optic,1,1,1,1,1,1,1,7
7601-DHFWZ,No,1,0,0,0,0,0,0,1
2657-ALMWY,Fiber optic,1,0,1,0,0,0,1,3
6330-JKLPC,Fiber optic,1,0,1,0,0,0,0,2
4667-OHGKG,No,1,0,0,0,0,0,0,1
1998-VHJHK,No,1,0,0,0,0,0,0,1
1707-HABPF,Fiber optic,1,0,1,1,0,1,0,4
1660-HSOOQ,DSL,1,0,0,1,0,0,0,2
7253-UVNDW,DSL,1,0,0,1,1,0,0,3
0487-VVUVK,No,1,0,0,0,0,0,0,1
7228-OMTPN,Fiber optic,1,0,0,0,0,1,1,3
5063-IUOKK,No,1,0,0,0,0,0,0,1
4508-OEBEY,DSL,1,1,1,1,1,0,1,6
0027-KWYKW,Fiber optic,1,0,0,0,0,1,0,2
2308-STERM,No,1,0,0,0,0,0,0,1
5982-XMDEX,No,1,0,0,0,0,0,0,1
6284-AHOOQ,Fiber optic,1,0,0,0,1,1,0,3
6051-PTVNS,No,1,0,0,0,0,0,0,1
2344-JMOGN,Fiber optic,1,0,1,1,1,1,0,5
3799-ISUZQ,Fiber optic,1,0,0,0,0,0,0,1
2877-VDUER,DSL,0,0,0,0,1,1,0,2
9152-AMKAK,DSL,1,1,0,1,1,1,1,6
1794-HBQTJ,DSL,1,1,0,0,0,0,0,2
9432-VOFYX,Fiber optic,1,0,0,0,0,0,0,1
8049-WJCLQ,DSL,1,0,0,1,0,1,0,3
6586-PSJOX,DSL,1,0,0,1,1,0,0,3
2460-FPSYH,DSL,0,1,1,0,0,1,1,4
9705-ZJBCG,DSL,1,1,0,0,1,0,0,3
4818-DRBQT,Fiber optic,1,0,1,0,0,0,0,2
1320-HTRDR,Fiber optic,1,0,0,0,0,0,0,1
6847-KJLTS,Fiber optic,1,0,0,0,1,1,1,4
9670-BPNXF,DSL,1,1,1,0,1,0,0,4
3913-FCUUW,DSL,1,1,1,1,1,0,0,5
3301-VKTGC,Fiber optic,1,1,1,0,0,0,0,3
1493-AMTIE,No,1,0,0,0,0,0,0,1
9555-SAHUZ,DSL,1,1,1,0,0,0,0,3
0816-TSPHQ,No,1,0,0,0,0,0,0,1
9932-WBWIK,No,1,0,0,0,0,0,0,1
4619-EVPHY,Fiber optic,1,0,0,0,0,1,1,3
5286-YHCVC,Fiber optic,1,0,1,1,0,1,1,5
6424-ELEYH,Fiber optic,1,0,0,0,0,0,0,1
4391-RESHN,Fiber optic,1,0,0,1,1,1,1,5
9115-YQHGA,DSL,1,0,0,0,1,0,0,2
4462-CYWMH,Fiber optic,1,0,1,0,0,0,1,3
8963-MQVYN,No,1,0,0,0,0,0,0,1
2458-EOMRE,DSL,1,1,0,1,0,0,1,4
9334-GWGOW,Fiber optic,1,0,0,0,0,0,0,1
6821-BUXUX,Fiber optic,1,1,1,0,0,1,0,4
5028-HTLJB,No,1,0,0,0,0,0,0,1
9801-GDWGV,Fiber optic,1,0,1,1,0,1,1,5
6542-LWGXJ,DSL,0,0,0,0,0,0,0,0
5567-GZKQY,No,1,0,0,0,0,0,0,1
1222-LRYKO,No,1,0,0,0,0,0,0,1
2320-JRSDE,No,1,0,0,0,0,0,0,1
2087-QAREY,DSL,1,0,1,1,0,0,0,3
0601-WZHJF,DSL,0,0,0,0,0,1,1,2
4423-JWZJN,Fiber optic,1,0,0,1,0,0,1,3
5143-WMWOG,No,1,0,0,0,0,0,0,1
6490-FGZAT,No,1,0,0,0,0,0,0,1
5393-RXQSZ,Fiber optic,1,0,0,0,0,0,1,2
7452-FOLON,No,1,0,0,0,0,0,0,1
2320-TZRRH,No,1,0,0,0,0,0,0,1
0231-LXVAP,Fiber optic,1,0,0,0,1,0,0,2
9444-JTXHZ,Fiber optic,1,0,0,1,0,0,0,2
4942-VZZOM,DSL,1,1,0,0,0,1,0,3
5510-BOIUJ,No,1,0,0,0,0,0,0,1
7502-BNYGS,DSL,1,0,1,0,0,1,1,4
4291-HYEBC,DSL,0,0,1,0,0,0,1,2
6147-CBCRA,No,1,0,0,0,0,0,0,1
6047-SUHPR,DSL,1,1,1,1,0,0,0,4
4471-KXAUH,Fiber optic,1,0,0,1,1,0,0,3
9752-ZNQUT,DSL,1,0,1,0,0,0,0,2
7638-QVMVY,Fiber optic,1,0,0,0,0,1,0,2
1576-PFZIW,Fiber optic,1,1,1,1,0,1,1,6
5666-MBJPT,No,1,0,0,0,0,0,0,1
7312-XSBAT,DSL,1,1,0,0,0,0,0,2
3096-GKWEB,Fiber optic,1,0,0,0,0,1,1,3
2371-JQHZZ,Fiber optic,1,0,0,0,0,1,1,3
0674-GCDXG,DSL,1,1,0,1,1,0,1,5
1121-QSIVB,DSL,1,0,1,0,0,1,1,4
4396-KLSEH,No,1,0,0,0,0,0,0,1
3244-DCJWY,Fiber optic,1,0,0,0,0,0,0,1
2824-MYYBN,Fiber optic,1,0,0,0,0,1,1,3
0875-CABNR,Fiber optic,1,0,0,1,0,0,1,3
6345-HOVES,DSL,0,0,0,0,0,0,0,0
8318-LCNBW,DSL,0,1,0,1,0,1,1,4
6469-QJKZW,No,1,0,0,0,0,0,0,1
0147-ESWWR,Fiber optic,1,0,0,0,1,1,1,4
1217-VASWC,Fiber optic,1,0,1,1,0,1,1,5
7812-FZHPE,No,1,0,0,0,0,0,0,1
6370-ZVHDV,No,1,0,0,0,0,0,0,1
5915-DGNVC,DSL,1,1,1,1,0,0,1,5
6260-XLACS,No,1,0,0,0,0,0,0,1
3566-CAAYU,DSL,0,0,1,1,1,0,1,4
4983-CCWMC,Fiber optic,1,0,0,0,0,0,0,1
9103-CXVOK,No,1,0,0,0,0,0,0,1
2896-TBNBE,Fiber optic,1,0,1,1,0,0,0,3
4797-AXPXK,DSL,1,1,1,0,1,0,0,4
5229-PRWKT,Fiber optic,1,0,0,0,0,0,1,2
6982-UQZLY,No,1,0,0,0,0,0,0,1
2522-WLNSF,DSL,1,0,0,1,1,1,0,4
3841-CONLJ,DSL,0,0,0,0,0,0,1,1
5057-LCOUI,DSL,0,0,0,1,0,1,1,3
0193-ESZXP,Fiber optic,1,1,1,0,1,1,1,6
4475-NVTLU,No,1,0,0,0,0,0,0,1
4369-HTUIF,Fiber optic,1,1,0,0,0,1,0,3
9386-LDCZR,Fiber optic,1,1,1,1,1,0,0,5
9585-KKMFD,No,1,0,0,0,0,0,0,1
5399-ZIMKF,Fiber optic,1,0,1,0,0,0,0,2
0336-KXKFK,DSL,0,1,0,1,1,1,1,5
5619-XZZKR,No,1,0,0,0,0,0,0,1
3948-FVVRP,DSL,1,0,1,0,1,0,0,3
5327-XOKKY,DSL,1,0,0,1,0,1,1,4
0983-TATYJ,DSL,1,0,0,0,1,0,0,2
1813-JYWTO,Fiber optic,1,1,0,0,0,0,0,2
0156-FVPTA,DSL,1,1,0,0,1,0,0,3
1984-FCOWB,Fiber optic,1,0,1,1,1,1,1,6
0654-HMSHN,Fiber optic,1,0,1,1,0,1,1,5
6719-OXYBR,Fiber optic,1,0,0,1,0,1,0,3
3312-ZWLGF,Fiber optic,1,0,0,0,1,0,0,2
6476-YHMGA,DSL,1,0,1,1,1,1,1,6
5287-QWLKY,Fiber optic,1,1,1,0,0,1,1,5
0795-XCCTE,No,1,0,0,0,0,0,0,1
0168-XZKBB,Fiber optic,1,0,0,0,0,1,0,2
3785-NRHYR,No,1,0,0,0,0,0,0,1
5196-SGOAK,Fiber optic,1,0,1,0,0,0,0,2
4537-DKTAL,DSL,1,0,0,0,0,0,0,1
7072-MBHEV,Fiber optic,1,0,0,1,0,0,0,2
5602-BVFMK,No,1,0,0,0,0,0,0,1
6297-NOOPG,Fiber optic,1,0,1,1,1,1,1,6
1891-UAWWU,Fiber optic,1,0,0,1,0,1,0,3
8204-TIFGJ,No,1,0,0,0,0,0,0,1
8050-DVOJX,DSL,1,1,1,1,1,0,1,6
6108-OQZDQ,Fiber optic,1,0,1,0,0,1,1,4
0363-QJVFX,Fiber optic,1,1,1,0,1,1,1,6
8903-XEBGX,DSL,1,0,0,0,0,0,1,2
8169-SAEJD,DSL,0,1,1,0,0,1,1,4
9840-DVNDC,Fiber optic,1,0,0,0,0,1,0,2
1089-XZWHH,No,1,0,0,0,0,0,0,1
2325-WINES,Fiber optic,1,0,1,1,0,1,1,5
6064-ZATLR,DSL,1,1,1,0,0,0,0,3
3096-JRDSO,Fiber optic,1,1,0,0,1,1,1,5
7824-PANSQ,Fiber optic,1,0,0,0,1,0,0,2
8042-JVNFH,Fiber optic,1,0,0,0,0,0,0,1
9648-BCHKM,No,1,0,0,0,0,0,0,1
2888-ADFAO,No,1,0,0,0,0,0,0,1
8707-HOEDG,Fiber optic,1,0,1,1,1,1,1,6
3374-LXDEV,Fiber optic,1,0,1,1,1,0,0,4
4072-IPYLT,DSL,1,1,0,0,0,0,0,2
7167-PCEYD,No,1,0,0,0,0,0,0,1
4936-YPJNK,No,1,0,0,0,0,0,0,1
1580-BMCMR,Fiber optic,1,1,0,0,0,0,1,3
4817-KEQSP,No,1,0,0,0,0,0,0,1
6408-WHTEF,DSL,1,1,1,1,1,1,1,7
9251-AWQGT,No,1,0,0,0,0,0,0,1
8749-CLJXC,No,1,0,0,0,0,0,0,1
7989-VCQOH,DSL,1,1,0,1,1,1,1,6
5049-GLYVG,No,1,0,0,0,0,0,0,1
4199-QHJNM,Fiber optic,1,0,1,0,1,1,1,5
8882-TLVRW,DSL,0,1,0,1,1,0,0,3
5883-GTGVD,Fiber optic,1,0,1,0,0,1,1,4
5135-GRQJV,Fiber optic,1,1,1,1,1,1,1,7
2384-OVPSA,No,1,0,0,0,0,0,0,1
1371-WEPDS,DSL,1,0,0,0,0,0,1,2
3580-GICBM,No,1,0,0,0,0,0,0,1
4817-QRJSX,Fiber optic,1,0,1,0,0,0,0,2
9730-DRTMJ,DSL,1,1,0,0,1,1,0,4
4686-UXDML,Fiber optic,1,0,1,0,0,1,1,4
3349-ANQNH,Fiber optic,1,0,0,1,0,1,1,4
2398-YPMUR,Fiber optic,1,0,0,0,0,0,0,1
0932-YIXYU,No,1,0,0,0,0,0,0,1
7480-SPLEF,No,1,0,0,0,0,0,0,1
7636-XUHWW,No,1,0,0,0,0,0,0,1
1431-CYWMH,No,1,0,0,0,0,0,0,1
5937-EORGB,Fiber optic,1,1,0,1,0,1,0,4
6349-JDHQP,No,1,0,0,0,0,0,0,1
5539-HIVAK,No,1,0,0,0,0,0,0,1
5847-MXBEO,No,1,0,0,0,0,0,0,1
9985-MWVIX,Fiber optic,1,0,0,0,0,0,0,1
4583-PARNH,Fiber optic,1,0,0,1,1,0,1,4
1116-FRYVH,DSL,0,1,1,0,1,0,0,3
1421-HCERK,Fiber optic,1,1,1,1,1,1,0,6
9633-XQABV,Fiber optic,1,0,0,0,0,0,0,1
0716-BQNDX,Fiber optic,1,1,0,0,1,0,1,4
1265-XTECC,Fiber optic,1,1,1,0,0,0,1,4
1183-CANVH,DSL,1,0,0,0,1,1,0,3
1972-XMUWV,DSL,1,0,0,0,1,1,0,3
8679-LZBMD,Fiber optic,1,0,0,0,0,1,1,3
3407-JMJQQ,Fiber optic,1,1,1,1,0,1,1,6
6252-DFGTK,DSL,1,1,0,1,1,0,0,4
1539-LNKHM,No,1,0,0,0,0,0,0,1
8645-KOMJQ,DSL,1,0,1,1,1,1,1,6
0289-IVARM,DSL,1,1,1,1,0,0,0,4
9761-XUJWD,DSL,1,0,1,0,1,0,1,4
4057-FKCZK,Fiber optic,1,0,0,0,0,1,0,2
4291-TPNFG,DSL,1,1,1,1,1,0,1,6
6087-YPWHO,DSL,1,1,1,1,1,0,0,5
3090-QFUVD,No,1,0,0,0,0,0,0,1
2237-ZFSMY,Fiber optic,1,1,0,1,1,1,0,5
1722-LDZJS,No,1,0,0,0,0,0,0,1
1818-ESQMW,Fiber optic,1,0,0,1,1,0,1,4
4871-JTKJF,Fiber optic,1,0,0,0,0,0,0,1
1415-YFWLT,Fiber optic,1,0,0,0,0,1,1,3
7401-RUBNK,Fiber optic,1,1,0,0,0,0,0,2
0506-YLVKJ,No,1,0,0,0,0,0,0,1
8661-BOYNW,DSL,1,1,0,1,1,1,1,6
6711-VTNRE,Fiber optic,1,0,0,1,1,0,1,4
4815-GBTCD,DSL,0,0,0,0,0,0,0,0
2805-AUFQN,No,1,0,0,0,0,0,0,1
0980-PVMRC,DSL,0,0,1,0,0,1,1,3
7233-DRTRF,Fiber optic,1,0,1,1,0,1,1,5
3500-RMZLT,Fiber optic,1,1,0,1,1,0,1,5
3873-NFTGI,DSL,1,0,1,0,0,0,0,2
1162-ECVII,Fiber optic,1,0,1,1,1,1,1,6
7048-GXDAY,Fiber optic,1,1,1,0,0,1,1,5
8571-ZCMCX,DSL,0,1,1,1,0,1,1,5
1169-WCVAK,Fiber optic,1,1,1,0,1,0,0,4
4548-SDBKE,Fiber optic,1,0,0,0,0,1,0,2
8066-POXGX,DSL,0,0,0,0,0,0,1,1
7129-CAKJW,Fiber optic,1,0,0,1,0,0,0,2
8695-ARGXZ,Fiber optic,1,0,0,0,0,0,0,1
3570-YUEKJ,DSL,1,0,1,0,0,0,0,2
4143-OOBWZ,Fiber optic,1,0,1,0,0,0,0,2
1555-HAPSU,No,1,0,0,0,0,0,0,1
1697-NVVGY,DSL,1,1,0,1,0,1,0,4
7854-EKTJL,No,1,0,0,0,0,0,0,1
8464-EETCQ,No,1,0,0,0,0,0,0,1
2419-FSORS,Fiber optic,1,0,1,1,1,1,1,6
8132-YPVBX,Fiber optic,1,0,1,0,0,0,1,3
9102-IAYHT,Fiber optic,1,0,0,0,0,0,1,2
6754-LZUKA,DSL,1,0,1,1,0,1,1,5
3422-LYEPQ,Fiber optic,1,0,0,0,0,0,0,1
8099-MZPUJ,Fiber optic,1,1,1,1,1,1,1,7
0787-LHDYT,No,1,0,0,0,0,0,0,1
2642-DTVCO,Fiber optic,1,0,0,0,0,0,1,2
0374-IOEGQ,DSL,1,0,0,0,0,0,0,1
4361-JEIVL,DSL,1,0,0,0,0,0,0,1
3197-NNYNB,Fiber optic,1,0,1,1,0,1,1,5
3396-DKDEL,Fiber optic,1,1,1,1,1,1,1,7
1752-OZXFY,DSL,1,1,0,0,0,1,0,3
9066-QRSDU,No,1,0,0,0,0,0,0,1
9112-WSNPU,Fiber optic,1,0,0,0,0,0,0,1
9867-NNXLC,No,1,0,0,0,0,0,0,1
5321-NTRKC,DSL,1,0,1,1,0,1,1,5
1363-TXLSL,Fiber optic,1,0,0,0,0,0,0,1
9507-EXLTT,Fiber optic,1,0,0,0,0,1,0,2
3161-GETRM,Fiber optic,1,0,0,1,0,0,1,3
0402-OAMEN,No,1,0,0,0,0,0,0,1
6933-VLYFX,DSL,0,1,0,1,1,1,1,5
6754-WKSHP,No,1,0,0,0,0,0,0,1
9846-GKXAS,Fiber optic,1,0,0,0,0,1,1,3
6017-PPLPX,Fiber optic,1,0,0,0,0,0,0,1
4976-LNFVV,DSL,0,0,1,1,0,0,0,2
5055-MGMGF,Fiber optic,1,1,0,1,0,1,1,5
4641-FROLU,No,1,0,0,0,0,0,0,1
2862-JVEOY,No,1,0,0,0,0,0,0,1
2969-QWUBZ,DSL,0,0,1,0,0,1,1,3
9822-BIIGN,DSL,1,1,0,0,1,0,1,4
2077-MPJQO,Fiber optic,1,0,0,0,0,0,0,1
1534-OULXE,DSL,1,1,0,0,0,0,0,2
7136-RVDTZ,DSL,0,0,0,0,0,1,1,2
2971-SGAFL,DSL,1,1,0,1,0,1,1,5
1480-IVEVR,Fiber optic,1,0,0,1,0,0,0,2
2905-KFQUV,Fiber optic,1,0,0,0,0,0,0,1
4581-SSPWD,Fiber optic,1,0,0,0,0,0,0,1
3370-HXOPH,Fiber optic,1,0,0,0,0,0,0,1
9391-YZEJW,Fiber optic,1,0,0,0,0,1,1,3
9958-MEKUC,Fiber optic,1,1,1,1,1,0,1,6
0281-CNTZX,No,1,0,0,0,0,0,0,1
6927-WTFIV,Fiber optic,1,0,0,0,0,0,0,1
4118-CEVPF,Fiber optic,1,1,1,1,1,1,1,7
3398-ZOUAA,Fiber optic,1,0,0,0,0,0,0,1
9114-VEPUF,Fiber optic,1,1,1,0,0,0,1,4
7876-BEUTG,DSL,1,0,0,0,0,0,0,1
2338-BQEZT,DSL,1,1,0,0,0,0,0,2
9873-MNDKV,DSL,1,0,0,0,0,0,0,1
0378-NHQXU,Fiber optic,1,0,0,1,0,1,0,3
8241-JUIQO,No,1,0,0,0,0,0,0,1
2194-IIQOF,DSL,1,1,1,1,1,1,1,7
4512-ZUIYL,Fiber optic,1,0,0,0,0,0,0,1
9631-RXVJM,No,1,0,0,0,0,0,0,1
9584-EXCDZ,Fiber optic,1,0,0,0,0,0,0,1
7969-AULMZ,Fiber optic,1,0,0,0,0,1,1,3
5093-FEGLU,No,1,0,0,0,0,0,0,1
2621-UDNLU,No,1,0,0,0,0,0,0,1
7526-IVLYU,No,1,0,0,0,0,0,0,1
2428-HYUNX,No,1,0,0,0,0,0,0,1
9214-EKVXR,DSL,1,0,0,0,0,0,0,1
3410-MHHUM,Fiber optic,1,0,1,1,0,0,1,4
0568-ONFPC,No,1,0,0,0,0,0,0,1
0733-VUNUW,DSL,1,1,0,0,0,0,0,2
4550-EVXNY,Fiber optic,1,0,0,0,0,0,0,1
2122-YWVYA,Fiber optic,1,1,0,0,0,0,0,2
2968-SSGAA,Fiber optic,1,0,0,1,0,1,1,4
2296-DKZFP,DSL,1,1,1,1,0,0,1,5
4844-JJWUY,Fiber optic,1,0,1,0,0,0,1,3
6777-TGHTM,Fiber optic,1,1,0,1,0,1,1,5
8909-BOLNL,No,1,0,0,0,0,0,0,1
6603-YRDCJ,DSL,1,1,1,0,1,0,0,4
3538-WZPHD,DSL,0,0,1,0,0,0,0,1
3229-USWAR,DSL,1,1,0,1,1,1,1,6
2138-VFAPZ,No,1,0,0,0,0,0,0,1
6131-JLWZM,No,1,0,0,0,0,0,0,1
4785-QRJHC,DSL,0,0,1,1,1,1,1,5
0269-XFESX,No,1,0,0,0,0,0,0,1
1709-EJDOX,No,1,0,0,0,0,0,0,1
4316-XCSLJ,DSL,1,1,0,0,0,0,0,2
8610-WFCJF,Fiber optic,1,0,0,0,0,1,1,3
9693-XMUOB,DSL,0,0,1,0,0,1,1,3
0383-CLDDA,DSL,1,1,0,1,1,1,1,6
4905-JEFDW,DSL,0,0,0,1,0,1,0,2
2709-UQGNP,DSL,1,1,0,0,0,0,0,2
3549-ZTMNH,No,1,0,0,0,0,0,0,1
7881-INRLC,Fiber optic,1,0,1,0,0,1,1,4
8033-ATFAS,DSL,1,0,0,1,0,1,0,3
1635-NZATJ,No,1,0,0,0,0,0,0,1
0562-HKHML,No,1,0,0,0,0,0,0,1
8277-RVRSV,No,1,0,0,0,0,0,0,1
9943-VSZUV,Fiber optic,1,0,0,0,0,0,0,1
0117-LFRMW,DSL,0,1,1,1,0,0,0,3
6172-FECYY,Fiber optic,1,0,0,0,0,1,0,2
7054-ENNGU,DSL,1,0,1,0,0,0,0,2
1455-HFBXA,Fiber optic,1,1,0,1,1,0,0,4
9402-CXWPL,Fiber optic,1,0,1,0,0,1,1,4
1628-BIZYP,Fiber optic,1,0,1,0,0,0,1,3
1965-AKTSX,Fiber optic,1,0,1,0,0,0,0,2
0082-LDZUE,DSL,1,0,0,0,0,0,0,1
4786-UKSNZ,No,1,0,0,0,0,0,0,1
5343-SGUBI,Fiber optic,1,0,1,0,0,0,0,2
0856-NAOES,DSL,1,0,0,1,0,1,0,3
1976-AZZPJ,DSL,0,1,1,0,0,0,0,2
7248-VZQLC,Fiber optic,1,0,1,1,0,0,0,3
6156-UZDLF,Fiber optic,1,1,0,1,1,0,0,4
3099-OONVS,DSL,1,1,0,0,1,0,0,3
9500-WBGRP,No,1,0,0,0,0,0,0,1
5183-KLYEM,Fiber optic,1,1,1,1,1,1,1,7
5144-PQCDZ,No,1,0,0,0,0,0,0,1
8514-VZHEB,No,1,0,0,0,0,0,0,1
6625-IUTTT,DSL,1,1,0,1,0,0,1,4
9355-NPPFS,Fiber optic,1,0,0,0,0,0,1,2
0068-FIGTF,DSL,1,0,1,1,1,1,1,6
5965-GGPRW,Fiber optic,1,1,0,1,0,1,1,5
8035-PWSEV,Fiber optic,1,0,0,1,1,0,1,4
2236-HILPA,No,1,0,0,0,0,0,0,1
1840-BIUOG,DSL,1,0,1,0,1,1,0,4
1356-MKYSK,DSL,1,1,0,1,1,1,1,6
6080-LNESI,No,1,0,0,0,0,0,0,1
1830-IPXVJ,No,1,0,0,0,0,0,0,1
5828-DWPIL,Fiber optic,1,1,1,1,0,0,0,4
8398-TBIYD,Fiber optic,1,1,0,0,1,0,0,3
0011-IGKFF,Fiber optic,1,0,1,1,0,1,1,5
4192-GORJT,Fiber optic,1,0,0,1,0,1,1,4
6496-SLWHQ,Fiber optic,1,0,1,1,0,1,1,5
9912-GVSEQ,Fiber optic,1,0,1,1,0,0,1,4
2931-FSOHN,DSL,1,0,1,0,0,1,0,3
9418-RUKPH,No,1,0,0,0,0,0,0,1
5383-MMTWC,Fiber optic,1,0,0,0,0,0,1,2
9971-ZWPBF,Fiber optic,1,0,1,1,1,1,1,6
4712-AUQZO,DSL,0,1,0,1,0,0,0,2
9711-FJTBX,Fiber optic,1,0,1,1,1,0,0,4
2908-ZTPNF,DSL,0,0,1,0,1,0,0,2
7240-ETPTR,DSL,0,0,0,1,0,1,1,3
2202-CUYXZ,Fiber optic,1,0,0,1,0,1,0,3
5995-OIGLP,DSL,1,1,0,0,1,0,0,3
8421-WZOOW,Fiber optic,1,0,1,1,1,1,0,5
6261-RCVNS,DSL,1,1,1,1,1,0,1,6
7951-QKZPL,No,1,0,0,0,0,0,0,1
1414-YADCW,Fiber optic,1,1,1,0,1,0,0,4
8756-RDDLT,DSL,0,0,1,0,1,0,1,3
2862-PFNIK,DSL,0,0,0,0,0,0,0,0
5816-QVHRX,Fiber optic,1,0,0,0,1,1,1,4
4430-YHXGG,No,1,0,0,0,0,0,0,1
6888-SBYAI,DSL,1,1,0,0,0,0,0,2
7395-XWZOY,DSL,0,1,1,1,1,1,0,5
7169-YWAMK,DSL,1,1,1,0,1,1,0,5
3640-PHQXK,Fiber optic,1,0,0,1,0,0,1,3
6877-LGWXO,Fiber optic,1,0,0,0,0,0,1,2
6859-RKMZJ,DSL,1,0,0,0,0,1,0,2
2729-VNVAP,No,1,0,0,0,0,0,0,1
2957-JIRMN,Fiber optic,1,0,0,0,0,1,0,2
2049-BAFNW,DSL,0,0,0,1,1,0,0,2
3842-QTGDL,Fiber optic,1,1,1,0,0,0,0,3
7163-OCEQI,DSL,1,0,0,1,1,1,1,5
9782-LGXMC,DSL,1,1,0,1,1,0,0,4
5975-BAICR,DSL,1,1,0,1,0,0,1,4
8019-ENHXU,Fiber optic,1,0,1,1,1,0,1,5
5167-GBFRE,DSL,0,0,0,0,0,0,0,0
9033-EOXWV,DSL,1,0,0,0,1,1,1,4
4673-KKSLS,Fiber optic,1,1,0,1,1,0,0,4
4853-OITSN,Fiber optic,1,1,0,0,0,0,1,3
9800-OUIGR,No,1,0,0,0,0,0,0,1
1324-NLTJE,DSL,1,0,0,0,1,0,0,2
2324-EFHVG,Fiber optic,1,0,1,1,0,1,1,5
7094-MSZAO,No,1,0,0,0,0,0,0,1
1522-VVDMG,Fiber optic,1,0,1,0,1,1,0,4
6907-CQGPN,DSL,0,0,1,0,1,0,0,2
0780-XNZFN,No,1,0,0,0,0,0,0,1
0239-OXEXL,Fiber optic,1,1,1,0,0,0,0,3
2675-IJRGJ,No,1,0,0,0,0,0,0,1
7049-GKVZY,DSL,1,1,1,0,1,1,1,6
8577-QSOCG,No,1,0,0,0,0,0,0,1
3721-CNZHX,No,1,0,0,0,0,0,0,1
0212-ISBBF,DSL,0,0,1,0,0,1,1,3
9185-TQCVP,Fiber optic,1,0,0,0,0,0,1,2
3585-YNADK,DSL,1,0,1,1,1,1,0,5
5271-DBYSJ,Fiber optic,1,0,0,0,0,0,1,2
1099-GODLO,No,1,0,0,0,0,0,0,1
6828-HMKWP,No,1,0,0,0,0,0,0,1
5567-WSELE,Fiber optic,1,0,0,0,0,1,1,3
1472-TNCWL,Fiber optic,1,0,1,0,0,1,1,4
8063-RJYNF,Fiber optic,1,1,0,0,0,1,1,4
0687-ZVTHB,DSL,1,1,1,1,0,0,1,5
2080-GKCWQ,Fiber optic,1,0,1,0,0,0,0,2
9661-ACXBS,Fiber optic,1,1,0,1,0,1,1,5
2193-SFWQW,Fiber optic,1,1,1,1,1,1,1,7
5656-JAMLX,No,1,0,0,0,0,0,0,1
3462-BJQQA,Fiber optic,1,0,1,0,0,1,0,3
0442-TDYUO,No,1,0,0,0,0,0,0,1
6733-LRIZX,Fiber optic,1,1,0,1,1,1,1,6
9503-XJUME,No,1,0,0,0,0,0,0,1
4367-NHWMM,DSL,0,0,0,0,0,0,0,0
3727-RJMEO,Fiber optic,1,0,0,0,0,1,0,2
3779-OSWCF,DSL,1,1,1,1,1,1,1,7
6736-DHUQI,Fiber optic,1,1,1,1,0,0,0,4
3915-ODIYG,DSL,1,1,1,0,0,0,1,4
1360-RCYRT,DSL,0,0,0,0,1,0,0,1
2724-FJDYW,DSL,0,0,0,1,1,1,1,4
4451-RWASJ,No,1,0,0,0,0,0,0,1
6646-VRFOL,Fiber optic,1,0,1,1,0,1,1,5
3460-TJBWI,No,1,0,0,0,0,0,0,1
5917-HBSDW,No,1,0,0,0,0,0,0,1
5685-IIXLY,Fiber optic,1,0,1,0,0,0,1,3
5671-UUNXD,Fiber optic,1,0,0,0,1,1,1,4
0956-ACVZC,Fiber optic,1,0,0,1,0,1,1,4
2325-NBPZG,Fiber optic,1,1,0,0,0,0,0,2
4250-ZBWLV,Fiber optic,1,0,1,1,1,1,1,6
4482-FTFFX,DSL,1,0,0,1,1,0,0,3
8859-DZTGQ,No,1,0,0,0,0,0,0,1
0440-MOGPM,DSL,1,0,1,1,0,1,1,5
0020-JDNXP,DSL,0,1,0,1,1,1,1,5
3752-CQSJI,No,1,0,0,0,0,0,0,1
5025-GOOKI,No,1,0,0,0,0,0,0,1
4698-KVLLG,No,1,0,0,0,0,0,0,1
5095-AESKG,Fiber optic,1,0,1,0,0,0,1,3
2887-JPYLU,DSL,1,0,0,0,0,0,0,1
4770-QAZXN,No,1,0,0,0,0,0,0,1
4896-CPRPF,No,1,0,0,0,0,0,0,1
1871-MOWRM,Fiber optic,1,1,0,0,1,0,0,3
9714-EDSUC,Fiber optic,1,1,1,0,1,0,1,5
2027-OAQQC,DSL,0,0,0,1,0,1,1,3
0282-NVSJS,DSL,0,0,0,0,1,0,0,1
9090-SGQXL,Fiber optic,1,0,1,1,0,1,1,5
6595-YGXIT,Fiber optic,1,0,1,0,0,1,0,3
